"id","text","author","headline","profileUrl","timestamp","likes","comments","searchQuery","likesParsed","commentsParsed","engagement","isLead","leadScore","hotLead","ciComplaints","potentialCodemagicLead","hiring","question","stack","company","leadType"
"urn:li:activity:7435020416642920448","No more endless manual deployments! 🚀

After several iterations (and a few battles with Apple and Google configurations 😅), the CI/CD architecture for @Suntro is finally up and running, fully automated on GitHub Actions.

When building a cross-platform mobile app, build and deployment times can quickly become a bottleneck. Here is how I structured our pipeline to combine safety and speed:
🛡️ 1. The Gatekeeper (Analyze & Test): The crucial first step. If static analysis or a single test fails, everything stops. We don’t waste build minutes on broken code. 

⚡ 2. Massive Parallelization: Once the code is validated, we simultaneously trigger the AAB (Android) build, the IPA (iOS) build, AND the Shorebird release preparation for our future over-the-air (OTA) updates. 

📦 3. Continuous Deployment: As soon as the builds are ready, they are automatically shipped to the Google Play Console and Apple TestFlight.

The result? A monumental time saver and significantly reduced mental load. I can now focus 100% on shipping value (especially our family ""Clan"" sync 🐾) instead of watching loading bars.

What does your mobile pipeline look like? Are you team GitHub Actions, Fastlane, or Codemagic? 👇


hashtag
#Flutter 
hashtag
#DevOps 
hashtag
#CICD 
hashtag
#MobileDevelopment 
hashtag
#GitHubActions 
hashtag
#Shorebird 
hashtag
#BuildInPublic
…more","","Étudiant en maîtrise génie logiciel @ ÉTS
Étudiant en maîtrise génie logiciel @ ÉTS","https://www.linkedin.com/in/lkevenson?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAmcJJQBCk0QsJCMcnLEwEAXG5j14GdkjQg","21h • 
 
21 hours ago • Visible to anyone on or off LinkedIn","4","2 comments","deploy android app",4,2000000,4000004,true,31,true,"{""platformsMentioned"":[""github actions""],""ciComplaintText"":""""}",true,false,true,"[""flutter""]","ÉTS
Étudiant en maîtrise génie logiciel @ ÉTS","CI Pain"
"urn:li:activity:7435175035113242624","📱 Senior Android Developer
🏢 Company
Scrumconnect Consulting – a multi-award-winning digital consultancy delivering technology solutions for UK government services impacting 40M+ citizens.
🎯 Role
Build and maintain secure, high-quality native Android apps in an Agile team, ensuring performance, accessibility, and reliability aligned with GDS standards.
🔧 Key Responsibilities
Develop Android apps using Kotlin / Java
Implement MVVM / MVI / Clean Architecture
Integrate REST APIs
Build CI/CD pipelines
Ensure WCAG 2.2 accessibility compliance
Debug crashes, optimize performance
Manage Play Store releases
🧠 Required Skills
Kotlin, Android SDK, Android Studio
Jetpack Compose, Room, Retrofit
Unit & instrumented testing
CI/CD (Gradle, Fastlane, Jenkins, GitHub Actions)
Agile (Scrum / Kanban)
Understanding of secure mobile development
⭐ Nice to Have
GDS / GOV.UK standards
Firebase Crashlytics / APM tools
OWASP Mobile security
Enterprise / public sector mobile apps
https://lnkd.in/gpqjnGks

hashtag
#AndroidDeveloper 
hashtag
#Kotlin 
hashtag
#JetpackCompose 
hashtag
#MobileEngineering 
hashtag
#Agile 
hashtag
#TJH 
hashtag
#Onslabs
…more","","Founder, #TJH Talent Community | 1M+ Impressions | Bridging Recruiters with High-Intent Tech Talent
Founder, #TJH Talent Community | 1M+ Impressions | Bridging Recruiters with High-Intent Tech Talent","https://www.linkedin.com/in/connect2jkumar?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAR6NKkB7xLAQK0qA5ifJib4EUmnMgcC7vA","11h • 
 
11 hours ago • Visible to anyone on or off LinkedIn","0","0","android ci pipeline",0,0,0,true,9,true,"{""platformsMentioned"":[""github actions"",""jenkins""],""ciComplaintText"":""""}",true,false,false,"[""kotlin""]","","CI Pain"
"urn:li:activity:7433272324151312384","🚀 We’re Hiring: Senior Android Developer (5+ Years Experience)
Location: Dallas, TX, Plano, TX, San Antonio, TX 
We’re looking for a passionate Android Developer with strong expertise in building modern, scalable, and resilient Android applications. If you love working with Kotlin, Jetpack Compose, Coroutines, MVVM/Clean Architecture, and delivering high‑quality mobile experiences end‑to‑end — this role is for you!
What You’ll Bring:
🔹 5+ years building Android apps using Kotlin
🔹 Strong experience with Jetpack Compose, Coroutines, Retrofit
🔹 Hands‑on with CI/CD, Jenkins, Gradle & automated release pipelines
🔹 Solid understanding of clean architecture, modularization & TDD
🔹 Experience building accessible, high‑performance apps
🔹 Knowledge of mobile trends — KMM is a plus!

NoC2C, NoAgencies
…more","","#LinkedInCertifiedRecruiter || BFSI Recruiter || Technical recruiter || Talent Acquisition, Vendor Management, End to End Recruitment, Client Engagement, BGV and Onboarding
#LinkedInCertifiedRecruiter || BFSI Recruiter || Technical recruiter || Talent Acquisition, Vendor Management, End to End Recruitment, Client Engagement, BGV and Onboarding","https://www.linkedin.com/in/msharma96?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAABFtbZUBWPRdkEL_YUhhEnNwCiJU3Ij16M4","5d • Edited • 
 
5 days ago • Edited • Visible to anyone on or off LinkedIn","33","8 comments","android ci pipeline",33,8000000,16000033,true,22,true,"{""platformsMentioned"":[""jenkins""],""ciComplaintText"":""""}",true,true,false,"[""kotlin""]","","CI Pain"
"urn:li:activity:7431349862241161217","🚀 Anaplan 𝐢𝐬 𝐇𝐢𝐫𝐢𝐧𝐠 | 𝐒𝐨𝐟𝐭𝐰𝐚𝐫𝐞 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫 (𝐄𝐱𝐩𝐞𝐫𝐢𝐞𝐧𝐜𝐞 𝐄𝐧𝐠𝐢𝐧𝐞𝐞𝐫𝐢𝐧𝐠 – 𝐌𝐨𝐛𝐢𝐥𝐞)
💼 𝐑𝐨𝐥𝐞: Software Engineer, Experience Engineering
📍 𝐋𝐨𝐜𝐚𝐭𝐢𝐨𝐧: Gurugram
🕒 𝐓𝐲𝐩𝐞: Full-time

📱 𝐘𝐨𝐮𝐫 𝐈𝐦𝐩𝐚𝐜𝐭:
🔹 Build & scale React Native mobile applications
🔹 Develop intuitive, high-performance mobile features
🔹 Collaborate with product & engineering teams
🔹 Improve CI/CD pipelines for mobile apps
🔹 Solve UI, state management & performance challenges
🔹 Write clean, testable & maintainable code

🛠 𝐓𝐞𝐜𝐡 𝐒𝐭𝐚𝐜𝐤:
Mobile & Frontend: React Native, React, TypeScript, Redux
DevOps & Infra: Jenkins, Git, Grafana
Cloud: AWS (EC2)
Bonus: Swift / Kotlin / Java / Spring Boot

🎯 𝐖𝐡𝐚𝐭 𝐓𝐡𝐞𝐲 𝐋𝐨𝐨𝐤 𝐅𝐨𝐫:
✔ Strong React Native expertise
✔ JavaScript (ES2015+) & TypeScript proficiency
✔ Good problem-solving skills
✔ Experience shipping mobile apps (Plus)
✔ Knowledge of App Store / Play Store deployment (Plus)
✔ Collaborative mindset & communication skills

📨 𝐀𝐩𝐩𝐥𝐲 𝐍𝐨𝐰:
👉 https://lnkd.in/dVc4iSq3

🔥 𝐍𝐞𝐞𝐝 𝐑𝐞𝐟𝐞𝐫𝐫𝐚𝐥 𝐒𝐮𝐩𝐩𝐨𝐫𝐭? (10+ Daily Hirings)
📤 Share your resume:
🔗 https://lnkd.in/gy99qKTG

🚀 𝐍𝐨𝐭 𝐆𝐞𝐭𝐭𝐢𝐧𝐠 𝐈𝐧𝐭𝐞𝐫𝐯𝐢𝐞𝐰 𝐂𝐚𝐥𝐥𝐬?
Your skills aren’t the problem — your positioning is.
🎯 𝐁𝐨𝐨𝐤 𝐚 𝐑𝐞𝐬𝐮𝐦𝐞 + 𝐋𝐢𝐧𝐤𝐞𝐝𝐈𝐧 𝐎𝐩𝐭𝐢𝐦𝐢𝐳𝐚𝐭𝐢𝐨𝐧 𝐒𝐞𝐬𝐬𝐢𝐨𝐧 (60 mins)
ATS Fix • Keyword Alignment • Recruiter Positioning
👉 https://lnkd.in/emYTCnnj

🚀 𝐂𝐫𝐚𝐜𝐤 𝐓𝐂𝐒 𝐍𝐐𝐓 𝐰𝐢𝐭𝐡 𝐒𝐭𝐫𝐮𝐜𝐭𝐮𝐫𝐞𝐝 𝐒𝐭𝐫𝐚𝐭𝐞𝐠𝐲 (Application → Test → Interview → Offer)
👉 𝐂𝐨𝐦𝐩𝐥𝐞𝐭𝐞 𝐓𝐂𝐒 𝐍𝐐𝐓 𝐆𝐮𝐢𝐝𝐚𝐧𝐜𝐞:
🔗 https://lnkd.in/d3nrYswS

🔥 𝐍𝐞𝐞𝐝 𝐉𝐨𝐛 𝐒𝐮𝐩𝐩𝐨𝐫𝐭? (Freshers & Experienced — Not Getting Calls?)
🚀 Referrals | Resume Fix | 1:1 Mentorship
👉 Priority DM (FREE):
🔗 https://lnkd.in/djyYNb9v

📌 𝐉𝐨𝐛 𝐒𝐞𝐚𝐫𝐜𝐡 𝐁𝐨𝐨𝐬𝐭𝐞𝐫𝐬
🔹 1800+ Hiring Manager Contacts
🔗 https://lnkd.in/g7STBwvi
🔹 1000+ Verified Tech & Remote Jobs
🔗 https://lnkd.in/geZKk_y3


hashtag
#Anaplan 
hashtag
#ReactNative 
hashtag
#MobileDeveloper 
hashtag
#SoftwareEngineer 
hashtag
#GurgaonJobs 
hashtag
#TechHiring 
hashtag
#AbhyanandJha
…more","","Software Engineer @AindraSystems | ex-SDE Apprentice @NATS | ex-Salesforce Developer Intern @Salesforce | ex-SDE Intern @GrapplTech | CodeKaze’23 Finalist | BTech CSE @HIT | Python | REST APIs | AI Enthusiast| 9.01 CGPA
Software Engineer @AindraSystems | ex-SDE Apprentice @NATS | ex-Salesforce Developer Intern @Salesforce | ex-SDE Intern @GrapplTech | CodeKaze’23 Finalist | BTech CSE @HIT | Python | REST APIs | AI Enthusiast| 9.01 CGPA","https://www.linkedin.com/in/abhyanand-jha-9392a0209?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADTm1z0BqjVF2MvYJqAqiAg7uCXTzj0tTGw","1w • Edited • 
 
1 week ago • Edited • Visible to anyone on or off LinkedIn","16","2 comments","mobile ci/cd",16,2000000,4000016,true,29,true,"{""platformsMentioned"":[""jenkins""],""ciComplaintText"":""""}",true,false,true,"[""react native"",""kotlin"",""swift""]","","CI Pain"
"urn:li:activity:7435270434373206017","🚀 CI/CD Mastery Starts NOW – DevOps Unplugged Series Kicks Off!
Dropping Part 1/9 in ""DevOps Unplugged"":
- CI/CD decoded (no fluff)
- Bulletproof pipeline blueprint
- Pitfalls crushed + Jenkins teaser
- DORA metrics to benchmark your game
From Waterfall graveyards to Netflix-scale velocity. Real audits, code snippets, 9-week roadmap ahead (Jenkins deep-dive next!).

hashtag
#CI/CD 
hashtag
#DevOps 
hashtag
#Jenkins 
hashtag
#PipelineEngineering 
hashtag
#DevOpsUnplugged
…more","","DevOps Engineer – I | Kubernetes · Terraform · AWS & GCP · CI/CD | Author of “DevOps Unplugged”
DevOps Engineer – I | Kubernetes · Terraform · AWS & GCP · CI/CD | Author of “DevOps Unplugged”","https://www.linkedin.com/in/sai-krishna70310?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAEpfjLIBbVVA8CmrqkfvrN8q1Y_BjDvnAFE","4h • 
 
4 hours ago • Visible to anyone on or off LinkedIn","3","0","android ci pipeline",3,0,3,true,6,false,"{""platformsMentioned"":[""jenkins""],""ciComplaintText"":""""}",true,false,false,"[]","","CI Pain"
"urn:li:activity:7434352281107664896","Open to Staff iOS Engineer / iOS Engineer roles.

I bring 12+ years of iOS engineering across large-scale apps and fast-paced product teams, with deep experience in:

iOS Development: Swift, SwiftUI, UIKit, Combine, Objective-C
Architecture: MVVM, VIP, VIPER, Clean Architecture, Dependency Injection
Mobile Tooling: Xcode, Fastlane, CI/CD, XCTest, TDD
App Store Releases: App Store release management, provisioning profiles, certificates, TestFlight, phased rollouts
Data & Storage: Core Data, SQLite
Networking & Services: Alamofire, Firebase, REST APIs
DevOps & Version Control: Git, GitHub, GitHub Actions
Cross-Platform Exposure: Flutter (Dart)
Engineering Practices: Agile/Scrum, code reviews, performance optimization
Mentoring & Leadership: mentoring engineers, setting standards, PR reviews, technical guidance and delivery ownership

I’m based in Pakistan and work well in async, distributed teams (UK/EU/Middle East/US overlap).

If your team needs someone who can own the iOS platform, raise engineering standards, and ship consistently — let’s talk.

NayaPay 
SadaPay 
Neem 
Bazaar Technologies 
Devsinc 
Tajir 
Bykea 
Trukkr


hashtag
#StaffEngineer 
hashtag
#iOSEngineer 
hashtag
#iOSArchitect 
hashtag
#Swift 
hashtag
#SwiftUI 
hashtag
#UIKit 
hashtag
#Remote 
hashtag
#onsite
…more","","iOS | AI/ML |Swift | SwiftUI| Combine | UIKit | Unit/UI Testing | Flutter | Dart | BLoC | Android Studio | Clean/VIP architecture | Github actions
iOS | AI/ML |Swift | SwiftUI| Combine | UIKit | Unit/UI Testing | Flutter | Dart | BLoC | Android Studio | Clean/VIP architecture | Github actions","https://www.linkedin.com/in/adil-anwer-69216146?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAAmiHI4BrejZ5o-atW_AQmjkF5f7LADBUKk","2d • Edited • 
 
2 days ago • Edited • Visible to anyone on or off LinkedIn","26","7 comments","github actions ios",26,7000000,14000026,true,17,true,"{""platformsMentioned"":[""github actions""],""ciComplaintText"":""""}",true,false,false,"[""flutter"",""swift"",""expo""]","","CI Pain"
"urn:li:activity:7429902859477045248","🚨 Mission Freelance SRE App Mobile – Paris (hybride)
 On cherche un profil pour garantir fiabilité & perf d’une app à fort trafic : crash rate, latence, erreurs, disponibilité.
Stack observabilité : Sentry / Firebase Crashlytics + Datadog/New Relic/Grafana/Splunk.
CI/CD mobile : Bitrise / GitHub Actions / GitLab CI + release control (rollout/rollback, feature flags).
 Intéressé(e) ? DM avec dispo + TJM (ou tag un profil 🔁).
…more","","Senior Talent Acquisition Manager
Senior Talent Acquisition Manager","https://www.linkedin.com/in/valentin-louveau-%E2%98%81%EF%B8%8F-92b54464?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAA2bIDMBPlAi61GuAOQD8QDND99wxaISpUE","2w • 
 
2 weeks ago • Visible to anyone on or off LinkedIn","26","3 comments","mobile ci/cd",26,3000000,6000026,true,16,true,"{""platformsMentioned"":[""bitrise"",""github actions"",""gitlab ci""],""ciComplaintText"":""""}",true,false,true,"[]","","CI Pain"
"urn:li:activity:7435211861123428352","🚀 We’re Hiring: Senior Mobile DevOps Engineer
📍 Experience Required: 5+ Years in DevOps
📍 Role Type: Full-Time

We are looking for a seasoned Senior Mobile DevOps Engineer to drive DevOps practices for mobile application development. The role focuses on building robust CI/CD pipelines for iOS and Android, ensuring seamless automation, performance optimization, and secure deployments across mobile ecosystems.

🔹 Key Responsibilities:
• Design, implement, and maintain CI/CD pipelines for mobile applications (iOS & Android)
• Automate infrastructure provisioning using Terraform, Ansible, or similar IaC tools
• Implement monitoring & observability solutions using Grafana, Prometheus, or Azure Monitor
• Integrate security scans (SonarQube, SAST/DAST) into CI/CD pipelines
• Collaborate with developers, QA, and operations teams to optimize delivery processes and resolve issues

🔹 Required Skills:
✔ Strong experience with CI/CD tools – Azure DevOps, Jenkins, Fastlane
✔ Knowledge of iOS & Android build processes
✔ Familiarity with testing frameworks like Appium and Jest
✔ Experience with Git, GitHub, Azure Repos
✔ Hands-on experience with Docker, Kubernetes, AWS/Azure
✔ Scripting knowledge in Shell or Python

📩 Interested candidates can share their profiles at:
Email: hrd@eminenthrsolutions.com
📞 Contact: Deepika S – 9035288582


hashtag
#Hiring 
hashtag
#DevOpsEngineer 
hashtag
#MobileDevOps 
hashtag
#CI_CD 
hashtag
#AzureDevOps 
hashtag
#Jenkins 
hashtag
#Fastlane 
hashtag
#Kubernetes 
hashtag
#AWS 
hashtag
#Android 
hashtag
#iOS 
hashtag
#TechJobs 
hashtag
#EminentHRSolutions
…more","","Human Resources Manager at Eminent HR Solutions Pvt Ltd
Human Resources Manager at Eminent HR Solutions Pvt Ltd","https://www.linkedin.com/in/mahesh-b-a65ab3247?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAD01fS0B3-6h2vKp6djMe-W9HTOtA0a_Xno","8h • 
 
8 hours ago • Visible to anyone on or off LinkedIn","1","0","mobile devops",1,0,1,true,17,true,"{""platformsMentioned"":[""jenkins"",""azure devops""],""ciComplaintText"":""""}",true,true,false,"[]","Eminent HR Solutions Pvt Ltd
Human Resources Manager at Eminent HR Solutions Pvt Ltd","CI Pain"
"urn:li:activity:7435035897139601408","Hiring: Technical Tester / Developer (Mobile Experience – Telecom Domain Mandatory)
📍 Location: St. Louis, MO
 💼 Mode: Onsite 
 📄 Employment: W2 / C2C
 🛂 Visa: USC / GC / H4EAD / H1B

We are seeking a highly skilled, self-driven Technical Tester/Developer with strong expertise in mobile application testing and automation.

⚠️ Telecom domain experience is mandatory.

🛠 Required Skills
✔️ Strong understanding of mobile application architecture & testing methodologies
 ✔️ Hands-on experience with Appium, Selenium, Cypress, or similar automation tools
 ✔️ Proficiency in Java, Python, or JavaScript
 ✔️ Experience with CI/CD tools (Jenkins, GitHub Actions, Azure DevOps)
 ✔️ Strong analytical, problem-solving, and communication skills
 ✔️ Ability to take ownership and work independently

⭐ Preferred
API testing experience (Postman, REST Assured)
Performance and security testing exposure
Experience working in Agile/Scrum environments

📩 ojaswani@htdresources.com


hashtag
#Hiring 
hashtag
#TechnicalTester 
hashtag
#MobileTesting 
hashtag
#Automation 
hashtag
#Telecom 
hashtag
#QA 
hashtag
#SDET 
hashtag
#StLouisJobs 
hashtag
#W2 
hashtag
#C2C
…more","","Technical Recruiter
Technical Recruiter","https://www.linkedin.com/in/ojaswani-jain-084044256?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAD8Cf2QB4CXOU9xsHC2x7JUzZHrpQU1c52U","19h • 
 
19 hours ago • Visible to anyone on or off LinkedIn","7","2 comments","mobile ci/cd",7,2000000,4000007,true,8,true,"{""platformsMentioned"":[""github actions"",""jenkins"",""azure devops""],""ciComplaintText"":""""}",true,false,false,"[""expo""]","","CI Pain"
"urn:li:activity:7435212021928865793","🚀 We’re Hiring: Senior Mobile DevOps Engineer
📍 Experience Required: 5+ Years in DevOps
📍 Role Type: Full-Time

We are looking for a seasoned Senior Mobile DevOps Engineer to drive DevOps practices for mobile application development. The role focuses on building robust CI/CD pipelines for iOS and Android, ensuring seamless automation, performance optimization, and secure deployments across mobile ecosystems.

🔹 Key Responsibilities:
• Design, implement, and maintain CI/CD pipelines for mobile applications (iOS & Android)
• Automate infrastructure provisioning using Terraform, Ansible, or similar IaC tools
• Implement monitoring & observability solutions using Grafana, Prometheus, or Azure Monitor
• Integrate security scans (SonarQube, SAST/DAST) into CI/CD pipelines
• Collaborate with developers, QA, and operations teams to optimize delivery processes and resolve issues

🔹 Required Skills:
✔ Strong experience with CI/CD tools – Azure DevOps, Jenkins, Fastlane
✔ Knowledge of iOS & Android build processes
✔ Familiarity with testing frameworks like Appium and Jest
✔ Experience with Git, GitHub, Azure Repos
✔ Hands-on experience with Docker, Kubernetes, AWS/Azure
✔ Scripting knowledge in Shell or Python

📩 Interested candidates can share their profiles at:
Email: hrd@eminenthrsolutions.com
📞 Contact: Deepika S – 9035288582


hashtag
#Hiring 
hashtag
#DevOpsEngineer 
hashtag
#MobileDevOps 
hashtag
#CI_CD 
hashtag
#AzureDevOps 
hashtag
#Jenkins 
hashtag
#Fastlane 
hashtag
#Kubernetes 
hashtag
#AWS 
hashtag
#Android 
hashtag
#iOS 
hashtag
#TechJobs 
hashtag
#EminentHRSolutions
…more","","706 followers
706 followers","https://www.linkedin.com/company/eminent-hr-solutions-pvt-ltd/posts","8h • 
 
8 hours ago • Visible to anyone on or off LinkedIn","0","0","mobile devops",0,0,0,true,17,true,"{""platformsMentioned"":[""jenkins"",""azure devops""],""ciComplaintText"":""""}",true,true,false,"[]","","CI Pain"
"urn:li:activity:7434498870979710977","𝕂𝕚𝕔𝕜𝕤𝕥𝕒𝕣𝕥 𝟚𝟘𝟚𝟞 𝕨𝕚𝕥𝕙 𝕐𝕠𝕦𝕣 ℕ𝕖𝕩𝕥 𝔹𝕚𝕘 ℂ𝕒𝕣𝕖𝕖𝕣 𝕄𝕠𝕧𝕖 - 𝕎𝕖’𝕣𝕖 ℍ𝕚𝕣𝕚𝕟𝕘! 
 
💰 Salary: Competitive & Open for discussion 
📍 Location: HCMC | Onsite (Australian client project) 
🌏 Requirement: Fluent English (working with AU stakeholders) 

1️⃣ 
hashtag
#Frontend_Lead (ReactJS & TypeScript) 
- Strong component-based architecture mindset
- Experience building shared libraries, testing implementation & deployment
- Capable of leading frontend standards & Git branch management

2️⃣ 
hashtag
#Senior_Fullstack_Developer (Banking Domain)
- Strong Java (8+) & Spring Boot; nice-to-have ReactJS/NodeJS
- Experience with RESTful APIs, microservices & AWS (Serverless, Cloud)
- DevOps mindset with CI/CD, Docker/Kubernetes & clean code practices

3️⃣ 
hashtag
#Release_Train_Engineer (Banking Domain) 
- Strong stakeholder management (C-level exposure), risk & dependency management
- Experience in Financial/Budget management & Scaled Agile
- AI application in delivery is a big plus 
 
4️⃣ 
hashtag
#Senior_QA_Automation (E-Gift Cards / E-commerce Domain) 
- Playwright (web), Maestro/Appium (mobile), API testing (Postman/Swagger)
- Basic SQL queries & CI/CD tools (Jenkins, GitHub Actions, GitLab CI)
- Performance/Security testing is a plus
 
📩 For more details, feel free to reach out via 0352488425 or hddnghi@cmcglobal.vn


hashtag
#Hiring 
hashtag
#ITJobs 
hashtag
#FrontendLead 
hashtag
#Fullstack 
hashtag
#RTE 
hashtag
#QAAutomation
…more","","Technical Talent Acquisition
Technical Talent Acquisition","https://www.linkedin.com/in/%C4%91%C3%B4ng-nghi-242940220?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADeq8VIBbJSO8j85s1CeIdoum3HEa0MH7fA","2d • 
 
2 days ago • Visible to anyone on or off LinkedIn","15","2 comments","mobile ci/cd",15,2000000,4000015,true,14,true,"{""platformsMentioned"":[""github actions"",""jenkins"",""gitlab ci""],""ciComplaintText"":""""}",true,false,false,"[""expo""]","","CI Pain"
"urn:li:activity:7435188139415126016","Role: Senior Mobile DevOps Engineer
Experience: 5–8 Years
Location: Bangalore (Local candidates only)
Joining: Immediate / Must join by 31 March (No 60/90-day NP profiles)

Key Responsibilities:
Design and maintain CI/CD pipelines for iOS and Android applications.
Implement automation and infrastructure as code using tools like Terraform or Ansible.
Monitor application performance using Grafana, Prometheus, or Azure Monitor.
Integrate security scans (SonarQube, SAST/DAST) within CI/CD pipelines.
Collaborate with development, QA, and operations teams to improve deployment processes.

Required Skills:
CI/CD tools: Azure DevOps, Jenkins, Fastlane
Mobile build processes: iOS & Android
Testing frameworks: Appium, Jest
Version control: Git, GitHub, Azure Repos
Cloud & Containers: Docker, Kubernetes, AWS/Azure
Scripting: Shell, Python
ID4 Consultancy
Note: Please share your resume with us at mansi@id4consultancy.com
…more","","Technical Recruiter
Technical Recruiter","https://www.linkedin.com/in/mansi-s-375374299?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAAEgiiAkBRHjmMtdq78MJEqk_8BfCA39POoI","10h • 
 
10 hours ago • Visible to anyone on or off LinkedIn","0","0","mobile devops",0,0,0,true,11,true,"{""platformsMentioned"":[""jenkins"",""azure devops""],""ciComplaintText"":""""}",true,false,false,"[]","","CI Pain"
"urn:li:activity:7435037569341493248","🚀 We’re Hiring! Technical Tester/Developer with Mobile Experience 🚀

📍 Location: St. Louis, MO (Remote for exceptional talent – independent visa)
💼 Mode: Onsite / W2 / C2C
🎯 Domain: Telecom (must-have)

Role Overview:
Looking for a self-driven Technical Tester/Developer with hands-on experience in mobile application testing & automation. You’ll design & execute automated tests, collaborate with developers, ensure software quality, and contribute to CI/CD and development tasks.

Skills You Bring:
✅ Mobile & web app testing (manual & automated)
✅ Automation tools: Appium, Selenium, Cypress, etc.
✅ Programming/Scripting: Java, Python, JavaScript
✅ CI/CD: Jenkins, GitHub Actions, Azure DevOps
✅ Independent & proactive with excellent problem-solving

Bonus Points:
🔹 API Testing (Postman, REST Assured)
🔹 Performance & Security Testing
🔹 Agile/Scrum experience

If you thrive on ownership, innovation, and high-quality delivery, we want to hear from you!

📧 Apply now: jhanvi@htdresources.com


hashtag
#Hiring 
hashtag
#TechJobs 
hashtag
#MobileTesting 
hashtag
#AutomationTester 
hashtag
#Selenium 
hashtag
#Appium 
hashtag
#Cypress 
hashtag
#Java 
hashtag
#Python 
hashtag
#JavaScript 
hashtag
#CI_CD 
hashtag
#Jenkins 
hashtag
#Agile 
hashtag
#Scrum 
hashtag
#SoftwareTesting 
hashtag
#QA 
hashtag
#TelecomJobs 
hashtag
#RemoteJobs 
hashtag
#StLouisJobs 
hashtag
#W2 
hashtag
#C2C 
hashtag
#JobOpportunity 
hashtag
#CareerGrowth 
hashtag
#IndependentProfessional 
hashtag
#TesterDeveloper 
hashtag
#QualityAssurance 
hashtag
#HTDResources
…more","","Passionate About Placing IT Talent in the Right Roles | Hiring Across the U.S.
Passionate About Placing IT Talent in the Right Roles | Hiring Across the U.S.","https://www.linkedin.com/in/jhanvi-k-3ab916237?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADsL17MBAM9DvrsvI4KI4xSDPNgAs9zYfo0","19h • 
 
19 hours ago • Visible to anyone on or off LinkedIn","1","0","mobile ci/cd",1,0,1,true,9,false,"{""platformsMentioned"":[""github actions"",""jenkins"",""azure devops""],""ciComplaintText"":""""}",true,true,false,"[]","","CI Pain"
"urn:li:activity:7435037675058941953","🚀 We’re Hiring! Technical Tester/Developer with Mobile Experience 🚀

📍 Location: St. Louis, MO (Remote for exceptional talent – independent visa)
💼 Mode: Onsite / W2 / C2C
🎯 Domain: Telecom (must-have)

Role Overview:
Looking for a self-driven Technical Tester/Developer with hands-on experience in mobile application testing & automation. You’ll design & execute automated tests, collaborate with developers, ensure software quality, and contribute to CI/CD and development tasks.

Skills You Bring:
✅ Mobile & web app testing (manual & automated)
✅ Automation tools: Appium, Selenium, Cypress, etc.
✅ Programming/Scripting: Java, Python, JavaScript
✅ CI/CD: Jenkins, GitHub Actions, Azure DevOps
✅ Independent & proactive with excellent problem-solving

Bonus Points:
🔹 API Testing (Postman, REST Assured)
🔹 Performance & Security Testing
🔹 Agile/Scrum experience

If you thrive on ownership, innovation, and high-quality delivery, we want to hear from you!

📧 Apply now: jhanvi@htdresources.com


hashtag
#Hiring 
hashtag
#TechJobs 
hashtag
#MobileTesting 
hashtag
#AutomationTester 
hashtag
#Selenium 
hashtag
#Appium 
hashtag
#Cypress 
hashtag
#Java 
hashtag
#Python 
hashtag
#JavaScript 
hashtag
#CI_CD 
hashtag
#Jenkins 
hashtag
#Agile 
hashtag
#Scrum 
hashtag
#SoftwareTesting 
hashtag
#QA 
hashtag
#TelecomJobs 
hashtag
#RemoteJobs 
hashtag
#StLouisJobs 
hashtag
#W2 
hashtag
#C2C 
hashtag
#JobOpportunity 
hashtag
#CareerGrowth 
hashtag
#IndependentProfessional 
hashtag
#TesterDeveloper 
hashtag
#QualityAssurance 
hashtag
#HTDResources
…more","","Passionate About Placing IT Talent in the Right Roles | Hiring Across the U.S.
Passionate About Placing IT Talent in the Right Roles | Hiring Across the U.S.","https://www.linkedin.com/in/jhanvi-k-3ab916237?miniProfileUrn=urn%3Ali%3Afsd_profile%3AACoAADsL17MBAM9DvrsvI4KI4xSDPNgAs9zYfo0","19h • 
 
19 hours ago • Visible to anyone on or off LinkedIn","4","0","mobile ci/cd",4,0,4,true,9,false,"{""platformsMentioned"":[""github actions"",""jenkins"",""azure devops""],""ciComplaintText"":""""}",true,true,false,"[]","","CI Pain"
